10000 3
5079 4473 -4437 
-6754 2654 -9690 
2002 8739 7064 
9040 -6324 -3735 
-5862 -3721 -6280 
-711 7992 458 
7858 -8898 -8255 
-6192 5690 -6786 
-9276 4869 202 
-6841 -2548 -9346 
-7993 6686 -8546 
-1914 938 -2761 
3666 -3395 -6115 
3752 -6809 -551 
7516 5808 -9867 
5141 -5578 7202 
-6608 2931 -5103 
-27 -8229 7509 
8616 -7073 8179 
-5446 -6602 3186 
2279 -7412 5859 
-4895 -5683 741 
4274 -7597 961 
7364 -5974 5317 
925 -7448 -9872 
-1904 3471 2977 
9066 7431 -4227 
4289 8397 -162 
7510 -4725 -3685 
1788 -8346 6672 
-1213 -8449 3419 
-6436 -2858 -3097 
316 -9661 -392 
-8711 3918 -8526 
3090 3536 319 
-6755 -7248 1805 
-1567 -6544 8830 
-8511 -4506 -5048 
-8532 5262 -6011 
4839 -2364 5989 
9609 1043 7062 
-3375 1387 -7666 
2362 -7945 7984 
-2974 -4543 1415 
-7733 -9603 625 
1305 -1883 976 
453 3539 9791 
-3060 -5996 8246 
-8297 22 -1212 
3318 1322 4261 
6081 3588 2658 
-4126 7336 -4069 
-7982 -7524 -3188 
2086 7390 -2606 
9605 9251 -6769 
1593 9764 8738 
-7447 3517 -6103 
-1527 -498 -9133 
7610 5327 -160 
1791 -8336 -7747 
7914 3352 -2845 
4469 195 -5873 
-5713 -5320 1594 
-1140 -4367 8529 
7075 3651 9503 
-3710 -3944 3 
-6353 -242 1838 
3273 4909 4028 
8126 -1620 1942 
4613 -9751 -8240 
-5734 -8075 -3225 
-3256 -2900 5995 
-7969 -3032 -1638 
9589 -3139 -9273 
-4648 -1825 622 
3400 6537 -8624 
-6420 8182 9310 
3653 9547 6593 
-3920 -8332 2105 
8405 -5577 5302 
7002 -3943 -289 
2323 1545 4915 
145 -2845 -1298 
73 -7572 -4384 
-7056 3972 4432 
-3533 1138 7776 
5158 -3118 5091 
2455 -2020 -1711 
3169 -9805 -3693 
1040 -9309 -6660 
-6375 7622 -1007 
-3755 173 1218 
-2648 -7706 8279 
345 -1202 -8191 
3338 -2681 4173 
6066 7117 8314 
3558 5393 4393 
-2727 -4487 -8050 
1307 7886 -142 
1672 -8626 -299 
2402 6474 -2965 
9291 6865 2166 
2275 855 8929 
-6002 3977 5376 
6977 -3097 4727 
-6422 1986 -8573 
-3605 1307 7584 
-7912 -9191 920 
-273 5043 -925 
3659 -2405 505 
-3973 -2777 -92 
-8609 -3191 -3384 
-2871 7764 3381 
-3723 -3545 45 
-7642 -4759 1775 
5966 7938 5994 
7355 -7485 -3806 
8023 969 -4730 
323 -4875 8990 
-969 3734 5571 
789 -2553 3133 
-9094 -7476 -9061 
4449 3727 -224 
-3812 -9034 -5779 
-1324 -411 3228 
-7983 6555 777 
-2243 -797 3049 
-9735 8188 1324 
-2199 9098 4535 
8260 2476 -3160 
-3832 5533 -2031 
7491 -5917 8989 
-6443 -9589 8070 
-3411 -6975 3618 
-8937 5006 -7977 
-399 6481 -6022 
9230 -9954 -3704 
-2336 -6921 -9665 
-9639 -868 -2286 
7316 7362 -4154 
8066 -3097 -5424 
5683 3039 -6058 
5974 -1113 3677 
3858 -4728 -7655 
2426 -5692 -3686 
-3442 2704 1624 
5450 -6285 -9002 
9735 6517 -9357 
-5761 -9382 -1234 
3020 -5709 2532 
-438 609 -6677 
-6601 6107 -4240 
1517 2214 -8488 
-8897 -7652 8146 
481 1200 3210 
3290 -416 -9531 
4365 4841 -6291 
3345 5609 -7793 
2270 -8412 -942 
5724 -2566 -6947 
-7259 -4656 4231 
-6074 7104 3148 
-7084 -979 4586 
4286 -3046 -381 
-9547 5707 3244 
9919 -8765 4113 
9931 -5153 -9701 
6850 -8030 -1807 
6741 -5139 -1103 
-9001 -514 4136 
6842 -8646 4332 
1016 -3253 -8596 
6510 3113 2889 
9338 -8312 -8668 
-1171 5985 4006 
9695 -7810 -3101 
-5992 5458 7034 
-6212 -5790 -2642 
2328 -4105 2037 
5568 -7735 1412 
-3284 8981 5975 
-3461 2334 1417 
-5611 -1698 4956 
-3666 4252 -3980 
-6128 5154 5877 
4417 -6487 6543 
9497 -5957 -8890 
-1979 1539 -7273 
-1445 -1246 7262 
5500 -5955 8187 
9640 795 42 
-7476 4720 6765 
8277 5759 -1508 
7134 -3049 3995 
397 9333 -5350 
7955 -5417 552 
-7642 1049 -8999 
-1691 2509 5741 
-2440 6980 3336 
319 -3417 -8552 
2929 -9498 6679 
-3919 5095 5130 
-6328 3043 -5081 
-7254 -2113 -3859 
6905 1316 -6805 
-3507 -5382 151 
-4266 -1209 3331 
-1 3302 6786 
5633 -1866 -5092 
6204 4030 -4136 
2203 -580 4438 
4240 2904 -234 
3487 8488 5720 
2570 -4913 -6886 
7316 -984 1524 
-3877 -7915 5411 
-9499 -3175 -6757 
9865 -5614 -2325 
-5846 5384 5475 
8045 -4017 7401 
-6550 -5439 -5539 
-8768 5314 1979 
-7254 -4092 -8210 
-5486 -6217 7798 
4675 -925 5000 
116 -9676 -5792 
5550 9699 -1798 
-1390 -798 2087 
1899 6073 -7124 
-8057 -6337 -9247 
4419 5332 -3792 
7602 5800 2725 
8040 -8843 8441 
5324 7144 1667 
3991 -8443 -803 
-9682 -3207 413 
-2509 959 -5893 
-1887 -4463 2176 
3470 -9255 9947 
7976 -8013 -8895 
6398 -2647 6743 
6765 4202 7322 
859 -8718 5590 
7982 -3205 -139 
-3125 -8651 5444 
6463 5539 -5069 
136 1034 -1855 
-167 7652 -4550 
7622 -6141 7628 
-2043 -9708 -5644 
5322 -3922 -2318 
2209 6925 -8277 
-4076 422 6405 
-813 -4562 8165 
-2476 6984 5404 
4693 -8435 9120 
4555 9375 8877 
9884 -9481 9002 
2406 -8698 2535 
1728 -8454 -3196 
-5794 7215 9410 
6562 -1822 -2892 
-4109 8118 -2084 
-809 -4667 -7171 
9383 9863 -2911 
-2061 4708 -1427 
7824 9228 -9837 
-4647 -6541 3338 
8699 5422 4912 
-5259 -7474 9354 
-4746 6932 -609 
-8370 -3693 -6199 
-9026 2933 4031 
-4564 8913 -9057 
4360 -1857 -1000 
-5167 8986 -7173 
-1485 8449 8937 
239 5033 932 
9944 2882 -1599 
-113 -5457 806 
-1208 6721 -8987 
772 4931 -2356 
-847 -6646 4945 
5498 -6962 -9254 
-4613 -4692 3471 
-8517 -6617 -8853 
-2644 7865 7903 
-132 570 2357 
-8496 -3966 -4133 
-7440 -304 870 
3917 -2071 8497 
6985 5285 8439 
-1448 2648 7267 
-6188 -8618 -2652 
3688 4413 -9292 
-289 4216 -3645 
-8394 8393 9430 
3601 -1148 -5138 
-7380 -7536 8084 
2084 3023 -2921 
266 7679 -5661 
2940 5869 -471 
474 -8774 5237 
1314 6111 660 
-4481 -2488 -5407 
7565 3708 -5182 
2957 2412 336 
-8736 5669 5960 
-6365 -2588 4033 
7028 -8765 -610 
6895 -7635 2939 
3636 9029 -4600 
-1635 2130 -91 
2728 6367 5731 
7489 -7168 6217 
9387 -3934 9846 
-9696 8400 -5097 
-8582 4830 4598 
7669 -1204 -6644 
-7264 3164 3445 
1073 -3493 3669 
7730 7467 3595 
2013 -485 8993 
-281 9942 7122 
-511 -7504 870 
1056 4355 -9493 
1734 -5927 -8469 
-1802 -6094 3461 
2633 84 5611 
-99 7356 5077 
-6927 189 9480 
-2857 3284 -259 
8331 -6879 6087 
2314 -2030 -9754 
-8360 -8670 6367 
4920 8115 6153 
3557 -1827 -6053 
7141 5956 -7560 
-8805 -5870 -2896 
3918 -3146 7916 
-4275 8043 4667 
1629 5526 -8163 
2438 -6160 -8332 
-7894 5975 4007 
8647 3884 -1439 
-2413 -2554 2041 
4621 -5737 597 
8608 -3080 1812 
-8607 7161 -5884 
-2096 478 -7943 
8286 7461 4978 
9781 9269 -543 
-2850 -5248 753 
-4836 -4970 7538 
-6243 -7935 -7419 
-9367 2775 5902 
6059 1723 9387 
-8289 -8176 -4835 
-7161 6921 9705 
-9960 206 3303 
735 -8948 7350 
-6632 -2338 -2519 
4229 2288 -72 
-9822 -597 8045 
1634 3720 7428 
-5574 -6395 -510 
-6287 -1504 -3282 
4844 -5995 -1669 
-7650 -4376 -1324 
4217 -1932 1221 
1001 15 4401 
9760 -946 -8307 
-7687 -2382 9174 
-4413 -9467 8742 
-4602 6868 4334 
-9107 -3700 6021 
4608 -2689 9800 
2089 2150 -1115 
-4274 7219 -8587 
-8590 389 -1718 
7585 -3494 -7008 
2547 5266 -7947 
-5304 -6744 8470 
-775 1036 -3380 
3713 -8927 -1758 
-7127 -3210 -915 
-327 6037 -5843 
3460 8536 5760 
-7693 7429 -4120 
1382 -1467 7001 
6537 -6095 -3660 
-505 -7201 -7608 
-7165 6117 -3328 
-1830 -8365 -8361 
-2033 -7512 -6776 
-5815 2972 998 
2323 -9044 -6394 
7123 -1459 -5401 
5937 5878 -2158 
-60 -2866 8593 
-7674 4307 9384 
6383 -5360 -3443 
8562 -5524 -9453 
-4839 -5554 -7456 
-145 2096 -6248 
1565 761 6327 
-4973 -5103 -1414 
3604 4078 -5096 
7627 -3852 175 
-1211 -9080 -2216 
-7614 7815 -1635 
-1512 -6611 461 
-7760 9889 -450 
-9654 -6965 3851 
2248 -6804 7927 
-6924 -3897 1818 
-8785 -5968 1719 
1902 -5956 7636 
6119 7656 -4572 
5555 -5853 -2467 
6001 -3513 -8456 
-5023 -7846 -9330 
-5448 -1555 8536 
9412 -6344 -483 
105 1217 4429 
5145 -630 -943 
-2966 8191 9517 
9145 6113 -5514 
-3418 -9294 -8352 
-7901 -786 -2785 
-75 -700 -1441 
1735 592 -184 
-909 -2432 -8360 
8412 -6642 -1355 
-1336 3950 1180 
4134 -1410 -9451 
6235 5457 2938 
-5720 -6558 -2422 
2058 5140 200 
8442 -6642 -8009 
-9081 -7487 3490 
7528 -5171 -6256 
-6138 -122 -8049 
1815 -3623 -488 
4394 -5204 -9699 
4724 5910 7626 
1521 -8312 8383 
4776 -1580 1999 
-4220 -8116 174 
-2543 8402 4179 
4301 -1478 1087 
3711 -4508 -9982 
-6937 -3031 -6107 
4782 3966 4515 
-3528 -2383 8445 
-5373 -6605 -8391 
-4170 -71 -5989 
5327 5750 1429 
3497 -9477 7522 
2641 -4165 5113 
-4145 5948 5845 
2672 -1325 -7367 
-4637 9164 -440 
-2491 -937 -1932 
3256 4418 9891 
9121 -3340 1267 
3613 -8610 33 
-4190 9100 -9262 
-3006 -952 7498 
8148 5893 7578 
2226 -6561 8271 
-1959 8430 -3990 
-1114 5818 -371 
-6998 8553 -7581 
-4744 -834 -6481 
-4602 -9325 -6286 
-9286 68 6964 
-9904 -4943 4366 
-4250 -4164 -2455 
5064 -6743 -2462 
-8444 6222 -6977 
9794 -5644 -7381 
6778 -8652 -4117 
-3285 1528 9783 
7051 8792 6373 
5450 545 -8020 
-580 -9501 2469 
3508 9364 189 
-5863 -4578 2864 
3816 -1326 2674 
-8917 4486 -7964 
4480 -3295 -9553 
7707 -7374 -9513 
-2307 1276 7655 
5337 -3090 -758 
4328 4872 -1781 
9798 1754 4940 
-3116 -4122 -5373 
8369 -3790 -8089 
6559 3329 -7850 
983 6691 -6827 
-6393 8298 -7787 
-3700 -7592 9871 
-5472 -6334 7671 
3007 2209 -7933 
8033 -2777 8159 
5350 -2753 2998 
-7822 3096 -7446 
6674 5023 4095 
5761 -4944 6401 
3427 4499 7896 
-4595 -5896 8050 
9584 -2253 -9445 
-9614 -6262 -9592 
-2355 6646 -6191 
-821 3251 -6354 
1711 7463 -8658 
-5076 -2997 -1379 
-198 7682 1327 
6093 5666 -5743 
-9588 -9214 -4776 
-4775 -9303 3137 
-1511 -157 -1553 
1554 -1826 -640 
169 -805 6712 
-3950 2467 8499 
-2528 7192 1872 
-5157 2849 271 
6904 3456 -6480 
-7791 -3695 1036 
2116 4953 2025 
-9669 -7506 -3559 
6949 2353 5948 
-1795 -4615 -8400 
-9347 -6646 8650 
9199 -6120 -5960 
-1892 6852 1571 
-3598 -8104 6375 
618 6794 1155 
-9369 -2963 -942 
3232 -7766 -4708 
8503 -6619 3020 
4129 6806 9874 
7959 6101 757 
4335 8404 -8886 
9115 3590 4014 
-548 -8597 6777 
-1527 -9383 3362 
-6520 2365 -4801 
-9611 5501 -7000 
-8296 4266 -5267 
-3331 -4466 1523 
7881 -4720 -1749 
6581 8082 -827 
4492 -4753 7804 
985 -8184 6582 
-754 9852 -8103 
610 6198 -7866 
-8063 840 1898 
9320 9218 2618 
2344 8940 3209 
-8526 -287 -7484 
1741 9789 -1432 
5524 8910 8082 
4421 -7147 -6110 
8269 -3125 5135 
-9884 39 -5198 
594 -7365 -2608 
-9270 -2353 5482 
-8805 8972 -7029 
-4400 -7463 2719 
4564 8584 -165 
-9978 -3649 -2735 
2474 -1834 5859 
4155 -5473 -4365 
1720 -7908 -3589 
-615 -4102 5105 
-4366 -263 5922 
-439 -5052 -9236 
-7290 -7827 5040 
1194 7753 -3566 
-7629 -4202 -3279 
7533 3757 562 
1096 -7055 -8947 
8755 -4495 -561 
1746 6424 -4998 
-7937 -3375 5823 
2032 -4193 -8834 
-9281 -2040 -6025 
-247 -9663 -9464 
1567 -6268 -4531 
-7539 -7732 6367 
541 -8563 6614 
6233 4510 5423 
-4329 -4696 -2401 
-339 911 1782 
-3813 9047 -7573 
-5009 3270 -3334 
-9329 9228 -3716 
4674 -110 -1799 
-5336 -7173 276 
-5482 -8223 -5855 
-8980 8303 -9876 
9550 7878 -5220 
4051 6628 -1790 
7371 7202 1228 
-1054 -8407 4585 
639 -3133 -722 
-8482 591 9091 
3760 8531 -8891 
-7091 -1026 -7559 
-483 4979 -7428 
9424 2093 5354 
-8937 -6231 -5594 
3055 -8862 -7755 
-1174 7590 9684 
-7924 7998 -3422 
-2099 -9729 -681 
-580 4050 9719 
-2074 7375 -6017 
6997 7530 -4567 
7102 748 6630 
5981 -2302 -1768 
6890 -1659 -5784 
-247 -4312 9238 
1127 -5467 -9260 
8060 3743 -5467 
-4766 2611 6278 
-874 1429 5610 
-6781 -4777 -9393 
-5544 1564 -984 
4125 4551 -636 
5681 9076 8581 
-9560 -9197 7329 
4132 1121 -355 
4672 -5173 -4558 
-8118 -9940 -1352 
7010 110 4204 
5126 -3026 4957 
-7853 9398 2563 
9802 5673 -6772 
-4694 -8944 -6165 
-9355 8468 7556 
2657 8040 5111 
-4409 4537 5480 
5265 9729 -7519 
8637 6106 -7111 
796 -2191 -167 
5677 196 -5679 
5199 7484 7446 
-7288 -5280 -4604 
-6566 -4955 -8245 
-8317 1360 -6478 
554 -988 7810 
-9639 -1082 -1450 
5636 -7860 -3183 
3589 -7769 -1871 
2806 7305 618 
-4787 -2610 -1107 
-2909 3105 -2858 
4212 4309 -226 
-8395 -6800 4942 
-4968 6782 9689 
212 9766 -2541 
9668 -2506 -2774 
7540 4614 6124 
-9141 -6433 -2748 
1347 -1734 4582 
-3750 -2898 -7528 
1784 225 3758 
8808 2825 -5129 
2381 4437 5363 
8571 -9874 -3878 
9236 9377 -978 
7397 4188 7076 
-4182 5528 -9982 
-3005 1105 6265 
1371 -3691 -2151 
-8236 5453 5859 
-7476 -290 -858 
2620 -234 9508 
277 -6958 -704 
5851 -2721 447 
7684 1726 -5188 
2818 7028 -6532 
-2625 -9230 -858 
2944 -6105 -5272 
-4214 -1583 3085 
3825 2890 6853 
4924 9816 6260 
9730 -8327 -4449 
485 -4192 -895 
-3710 -2192 -4046 
-8018 -5423 7212 
-6400 9766 773 
7418 8966 8591 
-9276 -6132 -9629 
7286 9374 5942 
1504 4999 -8822 
-4789 1727 4742 
3514 7120 -5095 
5218 -4820 -1474 
-1526 3733 -5254 
-3127 2100 -966 
7911 6664 7721 
-9848 -985 9397 
7815 -7959 -4019 
-5062 -4828 -6733 
-837 1045 7305 
-4257 -5866 -478 
5598 1177 -1296 
-7718 -5890 -2453 
-7166 9691 -898 
-1830 5955 -4408 
-1547 500 -971 
3106 -7447 -622 
-7013 3756 -7736 
-2641 9466 -6119 
3157 -2016 -8098 
5154 7022 261 
6243 -4068 6928 
3514 7337 5221 
5450 -2767 -3857 
-5310 9820 -8067 
-3818 5437 -3131 
-5105 -5950 -2813 
-7603 8852 2331 
8332 5532 -1950 
9628 8239 -4483 
-1605 -3706 4015 
-4421 1552 -4810 
4147 5739 -5842 
3542 -3936 6915 
7033 5489 -9979 
-7510 -2440 -1103 
-3538 -2188 -1273 
-1847 2251 -8173 
-859 2823 7716 
258 -8214 2094 
-8025 7969 8886 
9011 -8713 558 
4618 478 -7686 
9079 -18 4827 
1025 -2017 8032 
-8288 1348 4596 
1176 -627 -4956 
-8776 1569 2904 
7548 -1684 -4736 
8262 -3299 2848 
-32 -8829 3428 
-926 -7169 -1992 
7698 8944 1589 
-6006 6856 3115 
-7668 -7159 7711 
7599 333 5493 
-6219 -6179 -1320 
-587 4001 9789 
9146 7584 -8564 
1839 6347 -140 
7204 5945 -5447 
-3449 -5250 3474 
8181 -7078 7709 
-5751 -5237 2248 
-353 5936 605 
7006 -1299 5127 
-2288 -2624 6437 
5679 -1796 -1566 
9758 8385 -910 
-2799 -7627 5467 
-3065 -4861 -3374 
-1828 -7901 1975 
-5267 8354 2337 
-5641 5723 -4494 
8291 -2843 -255 
8320 8987 1082 
-4134 8902 7971 
1566 -7070 989 
1990 -4964 9887 
8637 5121 5736 
7864 -2231 -771 
8422 5212 -4508 
-6932 5321 9642 
8705 -3059 2773 
9828 -4177 -2533 
9242 -4396 -8952 
1836 2684 -3870 
3540 -1285 5098 
590 3292 -539 
2991 -1717 -9816 
6971 7496 6588 
3223 2685 3545 
-224 -3287 6725 
-9575 6521 -988 
3248 4469 -579 
-5446 -3113 1189 
-5518 -7597 1683 
-9526 -467 -3387 
9411 -5564 3551 
-6136 8967 -6 
1531 3510 3376 
5937 9031 -9243 
4275 6464 -3475 
5563 -8711 9626 
8394 1056 5940 
8573 7803 -7894 
-5324 -2436 -6027 
-9037 -6188 3715 
-9973 -167 2823 
-2894 -5358 5739 
-6682 3194 -1581 
-5185 593 776 
447 -6084 9145 
268 -8066 5315 
4863 5150 4641 
8557 5462 -9107 
507 -4557 242 
-2508 472 801 
-4229 -3919 4429 
6954 -8068 -7464 
-4405 -5173 -7237 
-7917 5631 -4692 
-6254 -6598 -5148 
-5876 -8492 -8673 
-1430 4994 7759 
9153 -8275 -4601 
-2874 -1823 6890 
-6102 2201 1585 
6685 5636 -9901 
-6659 -6553 4948 
-7345 -7715 -7780 
7604 -3919 8229 
5742 -8552 4461 
3709 -8250 8024 
-3636 8198 -7850 
6656 -4902 -579 
9613 -5857 5803 
975 849 190 
4249 7427 3781 
-2247 -4455 -8567 
-1640 3129 7553 
1567 -5963 3662 
2045 -7118 -7091 
-6592 6093 -7313 
-9083 -7155 1496 
5485 5370 4515 
1775 1353 -2212 
9827 7705 5275 
6612 2920 1624 
-1502 8125 -4297 
8269 8652 335 
-2680 -66 -95 
8681 2900 -6994 
5871 -5970 5105 
2204 6129 -9078 
1446 2543 3200 
5649 5561 9088 
6840 -7345 -9611 
6753 3096 -1471 
5157 5586 -5532 
7502 853 2906 
-947 7625 241 
-3094 1750 9643 
-1101 1849 -7108 
-2225 74 4960 
-8550 3975 7355 
3431 1398 681 
8248 -4275 1310 
-4060 7812 7415 
-1890 -5383 -4702 
6598 -9509 -5450 
-3052 1936 6096 
-3601 -9235 8827 
1230 -9217 -817 
2049 -6211 8701 
5078 -6158 5657 
6062 -602 -1118 
125 2500 3736 
426 -13 1549 
8497 -3300 -2008 
8392 8921 9972 
8932 8583 9454 
-6929 -4227 1719 
-6978 6745 3111 
-4823 4423 -9481 
-8339 2189 -714 
-9121 8206 -9471 
-6537 -1759 -2568 
126 8024 -5979 
-9228 344 3683 
-2119 -8256 -1438 
1839 -8235 5579 
545 -4378 4305 
3836 9714 6393 
1255 8253 1971 
9082 9226 9371 
-1920 -9667 8175 
-6082 4094 -2188 
-6144 1949 -3046 
-5222 1463 -7156 
3899 4182 5856 
-3650 2633 -7229 
2235 4452 9547 
-2995 5519 6043 
-8162 -7634 6958 
-9101 -6767 -7326 
6125 5473 1531 
-293 5206 -2211 
5318 6146 7567 
7487 -7313 5487 
-7822 2407 4638 
-1367 1313 4548 
-9836 587 510 
-3519 -9859 3609 
-7555 6276 -802 
5483 -8423 -3078 
-760 -321 -2013 
9684 -4683 -479 
8769 8823 -4513 
-4112 -8945 2800 
2355 -9432 -6933 
-5567 -5695 -3131 
-7416 -3185 -7506 
-7298 8408 6780 
5275 7127 -4772 
8895 4848 4286 
-7286 9870 -5937 
7812 -3398 -3551 
5652 8512 -2886 
7416 6412 807 
-4887 1410 537 
-7805 -7771 7761 
9381 7087 5624 
4347 4351 -7605 
1327 -1352 -582 
6396 5239 -2822 
-124 -7008 -5701 
-3784 4611 9159 
9820 8098 6311 
3633 -7859 8138 
5836 -1996 8477 
5062 5987 772 
-4243 5361 4918 
1497 -4494 -8636 
6670 -5794 2536 
5576 -7114 8896 
2360 2048 -7214 
-6148 -4436 -4714 
-331 5234 2778 
-4253 -6282 -2051 
-606 -9711 -90 
-8378 8130 -43 
-3735 8598 7662 
4497 5159 -3545 
7671 -2706 4093 
-9629 -713 -7874 
-8141 -7470 8072 
-3486 5770 -4368 
8233 -5198 6949 
-8761 7801 -7233 
85 -1294 -780 
-620 -2964 -4646 
6746 4010 -1574 
-6870 -2742 8595 
-1626 8336 7235 
-6911 -5129 -7489 
4956 2719 4637 
9098 4900 4012 
-2062 -2408 -6965 
-8937 -3272 9514 
6645 -8953 1249 
728 -6419 7644 
6592 149 9664 
-7848 -1674 5238 
465 -2559 -7852 
436 -7728 5812 
-5334 -8784 -1973 
7107 -913 -5529 
-8983 -945 -2430 
-3829 -2142 -8255 
-9055 455 -7996 
1904 4339 -8401 
2097 -8118 4702 
6244 -6258 -6487 
2894 8337 8283 
-8651 -4237 -2872 
2581 -4641 -4288 
4327 508 2799 
121 -440 6536 
-261 4753 4695 
-7756 3124 1478 
2567 8061 -3712 
534 65 -7757 
943 -5027 -413 
4489 2572 8413 
9478 -9412 6039 
-8133 -4762 5576 
3207 -4196 4292 
-5813 -6615 -2003 
-8668 -3918 8716 
905 -740 2098 
2440 -634 -6273 
-9337 -1500 -8389 
-8374 2135 -333 
3286 -1424 4581 
9651 4220 3832 
-5490 5701 1649 
-4733 5344 -5378 
3970 1370 807 
-6405 2686 -354 
2940 7479 7329 
6772 -6712 3094 
-7131 -6030 6042 
-5198 7980 337 
-3388 7626 -3666 
9760 -5871 5613 
-3340 9531 -8515 
9079 -730 -3789 
-8870 2022 8427 
-2555 -5464 5351 
79 -9124 4146 
6867 6952 -6014 
-74 6823 7757 
-5276 6862 -9966 
795 151 -4626 
2227 -8589 -7096 
6429 -4505 -683 
1222 4476 5696 
-8596 -2623 2386 
-4204 -9925 -2120 
-5098 -1511 -5187 
3608 -2236 5606 
8373 -8926 5052 
1101 7544 1989 
4174 8346 -2550 
-3689 9212 -2422 
6086 7346 3200 
2350 4942 8066 
6355 -1217 6109 
-7624 1675 9568 
6652 -8288 5096 
2048 7014 5209 
-6370 -748 -5248 
5292 -1912 2646 
-4468 5195 -936 
9912 8735 3680 
7976 -4770 5273 
3780 6444 -1513 
-4942 -2772 -8349 
3703 9535 8882 
-278 -6280 -839 
6691 5694 -4432 
-3635 -5280 -924 
9921 2120 -9092 
-6646 -3545 9993 
-2917 4449 880 
-7082 -4597 5139 
3621 -2939 -9987 
-7526 7294 3982 
3280 -8303 1064 
4471 -7403 -2843 
8549 3125 -8328 
-5627 3642 -5817 
-8697 -4334 9823 
1029 -1676 913 
3175 -3361 -9075 
-8758 8613 138 
-5256 4220 662 
4969 9346 5508 
8705 2892 3067 
-6301 -6665 362 
-1192 -3041 5910 
5379 570 -887 
1250 -9682 4718 
4574 8402 3074 
5752 -1316 5506 
-7605 -3487 1840 
6273 5263 6825 
215 5912 -2604 
-5981 -9058 -196 
3031 174 -341 
4255 3387 -7941 
-1085 7798 5490 
-2952 7331 4766 
-7913 -6306 -2248 
-3797 3571 4601 
-2365 7534 -9318 
5358 -1317 9713 
1455 -4094 452 
7806 -7500 2985 
4221 -69 -4014 
4924 -8724 -3677 
-4050 -5659 -3578 
2381 -4093 2756 
-5550 -8125 2231 
-1757 5345 8125 
6629 3121 1095 
9504 3877 -8592 
2546 -575 430 
-4625 -9496 3134 
8107 -1517 5330 
-3947 -1307 -2913 
-6619 857 8946 
2201 5123 -2149 
9672 -8062 7087 
-8104 4490 481 
9128 7616 -7373 
6734 8019 1903 
8989 -1420 -6249 
4888 -6260 -2117 
7804 5496 8795 
-7657 -4050 -5278 
-9499 7400 -5275 
4923 9 -214 
-218 9137 -4327 
-9100 -4431 -814 
7935 4629 8691 
3532 -3650 2700 
744 -34 -8981 
8032 -7991 5793 
-8747 -4153 9489 
8175 -9236 -1195 
-1629 -590 -4013 
6524 819 6430 
-9059 8266 -6757 
-9845 -3588 -1247 
5365 6067 -4644 
-5375 -1123 8670 
-7399 8586 -7717 
6096 9287 5864 
3926 3224 497 
5348 -2372 4490 
2401 -5758 3127 
-8498 4119 -345 
-4663 8698 -3166 
-8868 -1243 -4211 
-7053 -179 2649 
6548 -1092 2139 
-9671 -4308 -5978 
-8562 8741 -7714 
-9524 9619 8720 
4588 -6334 -1894 
164 -3801 7066 
-2021 95 -5088 
4814 1902 3051 
-351 -25 4111 
-9989 4492 822 
1707 1182 9783 
-4507 -2242 6283 
3437 -4648 -2822 
-8794 -3489 2959 
5581 -7241 -7237 
3730 5258 7846 
5140 1692 6009 
8000 -4015 1090 
7688 -2929 -8156 
-5201 -31 -2022 
6754 -3054 53 
8924 6665 -9711 
-5725 -1646 666 
2999 -360 -6728 
6378 8375 5050 
7532 -9304 9158 
-1735 -9959 3945 
5475 -5219 4603 
4917 9530 2677 
7232 -8699 -7060 
-218 -7842 -9619 
186 -927 3610 
5642 -6042 8382 
2397 -3718 5956 
-3611 120 1565 
7280 -8144 -5010 
4781 4224 -9098 
506 -9675 -7717 
5866 -24 -4669 
211 -4081 6274 
3582 1080 -2582 
-7473 -8862 -3040 
-6738 -9259 -4472 
3778 552 -427 
-5587 -2799 5177 
9113 6663 -8752 
8340 -599 -2616 
6204 6994 -852 
-8950 758 -5986 
-5997 8492 1354 
9615 -7185 -1415 
-1129 3720 -5516 
5254 -8132 4101 
-8859 -7678 8217 
6372 -83 5443 
5859 4514 -8670 
-2711 5538 -9865 
6823 -3694 2788 
6979 7731 -8666 
4561 962 -8660 
-4906 -7616 -986 
5008 -6591 -9143 
5235 -988 -8098 
-5233 -7277 3269 
3652 5025 94 
-3345 -6489 5895 
-3843 -5558 3145 
-1113 -607 -8871 
2228 4286 1752 
7675 -9845 -1195 
-2567 -339 3145 
2691 7570 -2006 
1640 -3572 -7548 
-806 2949 -583 
-9162 -3913 -4257 
-5565 1551 9165 
-5842 1447 3486 
8185 -9707 -3852 
3559 601 7434 
-7023 7748 -9694 
-8145 -3779 817 
-7919 5029 -5403 
2140 -5210 6405 
1107 -2943 7470 
6496 7943 -1095 
303 8890 -273 
6945 2173 2597 
-1319 -9222 -7637 
-2335 5647 -1132 
5237 -9056 4233 
7897 -5213 9917 
1333 696 4936 
4268 5894 -9352 
9859 -4752 9828 
7224 -4530 684 
5056 999 391 
9891 4807 211 
-9943 1514 -8755 
1622 4769 -4872 
3878 4556 -1988 
9393 1447 9069 
6131 -7809 2884 
-423 -8101 1284 
497 3883 -6868 
2218 6227 8106 
6217 9593 -3412 
8515 -2795 -4033 
5275 -5328 -8488 
1310 -869 -5599 
-5176 -6409 -7998 
6155 -7842 4518 
2855 -2789 -6463 
5590 -4342 -4243 
-8652 -9935 8039 
5774 -1336 7939 
-6828 -1438 -8654 
